title,city,district,description
大前端开发工程师,南昌,,"【工作内容】
[职位概要]我们正在寻找一名经验丰富且技术全面的大前端开发工程师加入我们的创新团队。理想的候选人应精通Web 前端技术HTML, CSS, JavaScript并具备主流跨平台框架如 React Native, Flutter 等的实战经验能够胜任Web 、移动 AppiOS/Android及潜在桌面应用等多端的用户界面设计与开发。您将负责构建高性能、高可用性、外观精美且用户体验卓越的跨平台应用程序。[职责]负责Web 、移动 AppiOS/Android及桌面应用如适用的前端架构设计、开发与优化。将设计稿和线框图高效转化为功能齐全、响应式且适配多端的应用程序界面。与后端开发人员紧密协作进行API 接口设计、联调及数据集成。主导或参与跨平台技术选型确保技术方案的先进性和适用性。优化应用性能包括加载速度、渲染效率、内存占用和电量消耗提升用户体验。编写高质量、可维护的代码并撰写相关技术文档。进行单元测试、集成测试和端到端测试确保产品质量和跨平台/浏览器兼容性。跟踪大前端领域的技术发展趋势引入新技术、新方法提升团队整体技术水平。解决开发过程中遇到的复杂技术难题并进行技术攻关。[必备技能]Web 前端基础深入理解并熟练掌握HTML5 、CSS3包括 Flexbox, Grid, 响应式设计和JavaScript (ES6+ / TypeScript)。主流前端框架精通至少一个主流前端框架如 Vue.js, React, Angular并有大型项目实践经验。跨平台开发熟练掌握至少一种主流跨平台开发框架如React Native 、Flutter并有实际项目经验。了解原生移动开发iOS  Swift/ObjectiveC 或 Android  Kotlin/Java者优先。状态管理熟悉Redux, Vuex, MobX, Zustand, Riverpod等状态管理方案。构建与工程化熟练使用Webpack, Vite, Parcel, Babel, npm/yarn等前端构建工具和包管理工具。版本控制精通Git版本控制系统及相关工作流如Git Flow。API 交互熟悉RESTful APIs 或 GraphQL有丰富的数据整合与前后端协作经验。性能优化掌握 Web 及移动端的性能优化方法和工具。测试与调试熟悉单元测试、集成测试框架如Jest, Mocha, Vitest, Flutter Test及调试工具。CSS 工具熟悉Sass/Less等 CSS 预处理器以及Tailwind CSS, Bootstrap等 CSS 框架。[优先技能]有小程序开发经验微信、支付宝等。有桌面应用开发经验如Electron, Tauri。深入理解UI/UX 设计原则能提供交互设计和用户体验方面的建议。熟悉Node.js并有后端开发经验者优先。对WebAssembly, PWA等新技术有了解或实践经验。有CI/CD持续集成/部署实践经验。熟悉各类性能监控和分析工具。积极参与开源社区有技术博客或开源项目贡献经验者优先。[教育与经验]计算机科学、软件工程、信息技术或相关领域的学士及以上学位。5 年以上大前端相关开发经验其中包括3 年以上 Web 前端开发经验。2 年以上移动 AppReact Native, Flutter, iOS 或 Android 原生开发经验。有主导复杂项目或技术攻关的成功案例。[软技能]出色的沟通、表达能力和团队协作精神。强烈的责任心和自我驱动力能在快节奏环境中高效完成任务。优秀的问题分析与解决能力具备良好的逻辑思维与系统性思考。乐于学习新技术、热爱技术本身具备创新意识
【任职要求】

"
人机协作与大模型智能体前端,北京,朝阳,"【工作内容】
岗位职责1. 参与智能体系统的人机交互界面设计与前端开发2. 负责数据可视化、操作界面与模型结果交互的前端实现3. 协助构建智能系统在工业/机械场景中的可视操作平台
【任职要求】
岗位要求1. 熟练掌握 React / Vue 等主流前端框架2. 熟悉 HTML、CSS、JavaScript / TypeScript3. 理解前后端数据交互掌握 RESTful API 使?4. 对?模型应?交互界面、人机协作体验设计感兴趣5. 有可视化?具开发经验如 Recharts、ECharts者优先。专业方向软件工程、计算机科学、交互设计、机械工程等相关专业
"
前端开发工程师,池州,贵池,"【工作内容】
主要职责负责公司Web产品包括PC端、移动端H5、小程序等的前端开发、测试和维护。与UI/UX设计师协作实现高保真度的视觉和交互效果关注像素级细节。与后端工程师协作定义接口规范完成前后端数据联调和集成。持续优化前端性能解决兼容性问题提升页面加载速度和?户体验。编写可维护、可测试、?质量的代码参与代码审查推动团队技术成长
【任职要求】
职位要求精通 HTML5、CSS3、JavaScript (ES6+)具备扎实的计算机基础。熟练掌握主流前端框架Vue.js 并理解其核?原理如生命周期、组件化、数据流管理等。熟悉前端工程化?具链如 Webpack、Vite、Babel、NPM/Yarn。熟悉版本管理工具主要是 Git并了解良好的协作流程。有小程序开发经验微信、支付宝、uniapp等。有可视化ECharts或图形编辑类项目经验
"
前端工程师,武汉,洪山,"【工作内容】
需要具备前端开发所需技能基于工作要求和工作目前完成前端开发工作
【任职要求】

"
WebGL前端工程师(A115049),深圳,南山,"【工作内容】
职位描述1.使用WebGL和JavaScript开发高性能的2D/3D图形渲染引擎或应用2.负责跨平台PC、移动端、小程序前端应?的开发和优化确保?性能和良好的?户体验3.与产品、交付团队协作理解业务需求参与技术方案设计推动产品落地
【任职要求】
职位要求1.本科及以上学历计算机、软件工程等相关专业可接受实习转正or有前端?作经验者。2.熟练掌握WebGL、GLSL及JavaScript/TypeScript。3.熟悉网页布局CSS/Flex/Grid及前端控件设计具备良好的UI实现能力。4.熟悉图形学基础算法与数据结构如BVH、八叉树、矩阵变换等。5.了解光栅化渲染管线及光线追踪基本原理能实现基础算法如阴影、抗锯齿。6.有优秀的数学与逻辑能力线性代数、几何计算、物理模拟等。7.有较强的沟通能力良好的代码规范工程化思维及性能优化意识。【加分项】有Shader优化、WebGPU或WebAssembly经验。熟悉计算机视觉、游戏开发或CAD相关领域。GitHub有图形学相关开源项目或技术博客
"
前端开发实习生,烟台,,"【工作内容】
岗位职责1.根据开发规范与流程独立完成相应模块的设计和编码相关文档。2.参与功能需求分析和系统概要设计独立完成系统的设计、开发和系统维护负责完成对应的单元测试和 集成测试。3.与软件设计的重构、优化保证产品的可迭代可维护性
【任职要求】
任职要求1.本科及以上学历计算机及其相关专业2.熟悉 VUE.js,TypeScript,ElementUI,了解vite前端自动化工具3.熟练使用Vue34.熟练掌握HTMLCSS基础熟悉HTML5CSS3并熟悉响应式布局5.了解一门后台开发语言java优先
"
前端研发工程师(J12305),福州,闽侯,"【工作内容】
职责描述1、 参与或负责SRM、WMS、OMS、ERP、独立站等内部系统的前端模块开发、重构和优化确保功能实现准确、界面交互流畅。2、参与或主导前端脚手架、构建部署流程的优化开发和维护高复用、高一致性的业务组件库提升团队开发效率和质量。3、持续监控和优化前端应用的加载性能、渲染效率及操作响应速度主动优化交互细节提升用户操作的舒适度。4、参与需求评审能从前端视角提供技术方案建议并与后端、产品、测试等角色紧密协作保障项目顺利交付
【任职要求】
任职要求1、本科及以上学历计算机科学、软件工程等相关专业。2、8年以上前端开发经验具备复杂后台管理系统、数据可视化图表开发经验者优先。有大型企业内部系统开发经验者尤佳。3、精通 HTML5、CSS3、JavaScript (ES6+)、TypeScript熟练掌握至少一种主流前端框架Vue.js/React/Angular及其生态。 4、具备优秀的组件化与模块化设计能力、工程化与架构意识能独立、快速定位和解决前端复杂问题
"
前端组长,长沙,开福,"【工作内容】
岗位职责1.负责前端h5页面的开发、微信前端开发、小程序开发、并处理和后端的对接2.模块化前端组件建立前端开发架构提高前端开发的效率3.参与项?技术?案的制定进?相关的设计或开发工作
【任职要求】
岗位要求1.本科及以上学历4年以上工作经验有带过?团队2.熟悉并会使用Vue、React或Angular主流前端框架3.精通 javascript有前后端分离的项目开发经验4.熟悉HTML5特性了解HTML5最新规范能够熟练运用HTML5特性构建应用5.有公众号、小程序、微信商城、APP等开发经验
"
前端开发工程师岗,,,"【工作内容】
工作内容1-结合业务打造满足用户需要、符合用户习惯的高性能产品，支持Web端（浏览器、小程序运行时、App client等）产品的研发工作；2-探索学习Web前端开发最新技术，保持技术前瞻性，持续推动系统架构的合理性，扩展技术深度与宽度，提升研发效率；3-结合数据指标驱动和分析，持续进行功能的改进及性能优化
【任职要求】
任职资格1-2025年10月1日至2026年9月30日期间毕业，统招本科及以上学历；2-HTML、CSS、Java script基础扎实， 熟悉ES6、Type script、Node.js和面向对象编程；3-熟悉前端工程化和模块化开发，掌握并能熟练应用至少一种前端开发框架进行页面以及组件开发，包括且不限于React、Vue、AngularJS；4-对前端开发有持续热情，良好的团队协作能力，能独立完成开发工作，做事认证负责，追求高质量的代码交付；5-具有良好的沟通协作能力，优秀的分析问题和解决问题能力；6-符合京东价值观：客户为先、创新、拼搏、担当、感恩、诚信
"
高级前端开发,天津,河东,"【工作内容】
岗位职责1、精通Web前端技术HTML/CSS/JavaScript/TypeScript等)  2、配合产品经理和设计师参与产品的开发和业务实现  3、通过各种前端技术手段提高用户体验并满足性能要求  4、与后台工程师深度交流合作一起研讨技术实现方案并落实为具体的开发工作
【任职要求】
任职要求1、3年以上前端开发经验  2、精通vue.js框架精通HTML5/CSS3/Javascript有过丰富的前端开发经验  3、实际参与过Vue项目实施同时掌握composition api和options api的写法了解Vue2、Vue3项目配置项  4、熟悉组件间的通信和数据的管理对模块化组件化前端工程化有所认识  5、熟悉W3C标准对前后端分离、Web语义化等有较为深刻的理解  6、有ECM内容管理系统或DMS文档管理系统开发经验优先  7、有PLM项目管理系统开发经验优先
"
公有云前端研发工程师-26届校招,,,"【工作内容】
岗位职责1. 参与云产品控制台开发：参与公司核心云服务（如云服务器、容器服务、数据库、网络等）的管理控制台的前端开发与迭代。2. 实现复杂交互与组件： 负责实现包含大量数据、图表、表单和复杂状态管理的企业级交互界面，注重功能的准确性、稳定性和用户体验。3. 性能优化： 参与前端性能优化工作，包括但不限于：首屏加载速度优化（LCP）、运行时性能优化、网络请求优化，以提升大规模数据场景下的应用流畅度。4. 工程化协同： 参与团队组件库、工具链的共建和使用，理解并实践前端工程化流程，包括构建、部署、CI/CD等。5. 深度业务理解： 与产品经理、后端工程师紧密合作，深入理解云计算业务逻辑，并将其转化为合理的前端技术方案
【任职要求】
任职要求1. 扎实的数据结构和算法基础；2. 扎实的Java script/Type script、HTML、CSS基础，能根据设计稿还原页面；3. 熟练掌握一种或多种前端框架的使用，如：React、Vue、Svelte、Angular等；4. 熟悉GraphQL、NodeJs等前端相关技术，及工程化工具Vite、Webpack的使用；5. 乐于学习、用于承担责任；具有出色的业务建模和抽象设计能力，对业界新技术敏感，有技术热情和自驱力，善于沟通和协作
"
